User ID,Age,Course,Topic,Difficulty Level,Video Time (mins),Article Time (mins),Hands-on Time (mins),Quiz Time (mins),Quiz Score (%),Progress (%),Attempts,Detected Learning Style (VARK),Recommended Learning Style
3827,19,Machine Learning,OOP,Hard,58,36,12,22,79,3,3,Visual,More Videos
3828,20,Python,Loops,Easy,12,1,20,23,17,56,5,Kinesthetic,More Hands-On Exercises
3829,22,Data Science,Regression,Easy,14,57,19,25,9,39,5,Reading/Writing,More Articles
3830,25,Data Science,OOP,Medium,2,52,39,12,15,87,2,Reading/Writing,More Articles
3831,25,Python,OOP,Medium,24,22,26,24,7,26,3,Kinesthetic,More Hands-On Exercises
3832,22,Machine Learning,Loops,Medium,26,8,7,11,60,65,4,Visual,More Videos
3833,25,Machine Learning,Loops,Medium,52,27,2,14,97,65,1,Visual,More Videos
3834,24,Java,OOP,Hard,43,6,41,19,82,81,1,Visual,More Videos
3835,21,Data Science,Regression,Medium,22,27,51,24,17,63,1,Kinesthetic,More Hands-On Exercises
3836,23,C++,Regression,Medium,7,37,6,10,19,59,2,Reading/Writing,More Articles
3837,24,Data Science,Regression,Hard,54,33,46,27,11,26,2,Visual,More Videos
3838,22,Machine Learning,Sorting Algorithms,Easy,54,8,34,30,3,100,3,Visual,More Videos
3839,25,Data Science,Regression,Hard,52,24,46,21,48,49,4,Visual,More Videos
3840,23,Python,OOP,Medium,16,57,9,20,64,69,1,Reading/Writing,More Articles
3841,25,Java,Loops,Hard,29,11,3,28,30,97,4,Visual,More Videos
3842,21,Data Science,OOP,Easy,56,32,46,20,30,49,5,Visual,More Videos
3843,22,Machine Learning,OOP,Medium,37,14,32,20,45,86,5,Visual,More Videos
3844,21,Data Science,Loops,Hard,18,44,46,20,47,78,4,Kinesthetic,More Hands-On Exercises
3845,21,Java,Loops,Hard,29,3,7,7,29,16,1,Visual,More Videos
3846,19,Machine Learning,OOP,Easy,48,47,3,22,31,83,2,Visual,More Videos
3847,22,Machine Learning,Data Visualization,Hard,25,35,7,16,39,72,5,Reading/Writing,More Articles
3848,19,Python,Regression,Easy,28,8,53,17,23,79,4,Kinesthetic,More Hands-On Exercises
3849,25,Data Science,Loops,Easy,2,32,58,18,0,8,5,Kinesthetic,More Hands-On Exercises
3850,24,C++,Loops,Easy,32,11,18,28,30,57,4,Visual,More Videos
3851,20,Python,Data Visualization,Easy,30,23,58,27,76,1,3,Kinesthetic,More Hands-On Exercises
3852,25,Python,Data Visualization,Hard,55,29,31,19,23,68,4,Visual,More Videos
3853,21,Java,Regression,Easy,56,6,38,6,24,73,2,Visual,More Videos
3854,20,C++,OOP,Hard,10,59,15,10,76,91,1,Reading/Writing,More Articles
3855,25,C++,Data Visualization,Easy,33,55,4,10,98,18,2,Reading/Writing,More Articles
3856,19,Machine Learning,Data Visualization,Easy,23,41,0,25,53,26,2,Reading/Writing,More Articles
3857,20,Java,Regression,Easy,10,33,10,15,40,49,5,Reading/Writing,More Articles
3858,20,C++,Data Visualization,Easy,17,56,58,27,53,59,2,Kinesthetic,More Hands-On Exercises
3859,24,Data Science,Loops,Easy,59,56,57,30,83,56,1,Visual,More Videos
3860,23,Java,OOP,Easy,6,7,60,20,30,73,2,Kinesthetic,More Hands-On Exercises
3861,19,Java,OOP,Medium,49,35,25,17,57,38,3,Visual,More Videos
3862,22,Data Science,Regression,Medium,30,46,4,11,82,79,4,Reading/Writing,More Articles
3863,22,Machine Learning,Regression,Hard,51,19,8,12,2,28,3,Visual,More Videos
3864,21,Data Science,Sorting Algorithms,Easy,34,46,8,27,81,93,5,Reading/Writing,More Articles
3865,21,C++,Loops,Hard,37,15,36,5,28,8,2,Visual,More Videos
3866,22,Data Science,Sorting Algorithms,Hard,21,1,18,12,70,62,4,Visual,More Videos
3867,18,Python,Regression,Easy,14,10,28,23,99,45,1,Kinesthetic,More Hands-On Exercises
3868,19,Python,Sorting Algorithms,Medium,51,52,42,17,100,90,5,Reading/Writing,More Articles
3869,21,Java,Loops,Medium,44,51,2,7,13,89,5,Reading/Writing,More Articles
3870,22,Machine Learning,Regression,Easy,34,39,58,30,30,18,3,Kinesthetic,More Hands-On Exercises
3871,19,Machine Learning,Data Visualization,Easy,31,30,14,26,34,88,5,Visual,More Videos
3872,23,Data Science,Loops,Medium,31,1,48,22,41,30,5,Kinesthetic,More Hands-On Exercises
3873,21,Machine Learning,Loops,Easy,10,48,53,13,56,20,3,Kinesthetic,More Hands-On Exercises
3874,21,Data Science,Sorting Algorithms,Medium,50,41,25,29,1,72,3,Visual,More Videos
3875,18,Java,OOP,Medium,19,6,23,9,96,44,4,Kinesthetic,More Hands-On Exercises
3876,22,Machine Learning,Regression,Hard,41,23,28,25,74,32,4,Visual,More Videos
3877,25,Python,Loops,Medium,37,19,3,23,32,70,4,Visual,More Videos
3878,24,Machine Learning,Loops,Medium,52,54,1,17,11,95,1,Reading/Writing,More Articles
3879,23,Python,Regression,Easy,7,34,35,6,76,27,3,Kinesthetic,More Hands-On Exercises
3880,23,C++,Data Visualization,Easy,56,6,1,29,56,17,2,Visual,More Videos
3881,23,Java,Loops,Hard,23,10,1,16,23,59,1,Visual,More Videos
3882,18,Data Science,Loops,Easy,7,34,49,21,99,12,3,Kinesthetic,More Hands-On Exercises
3883,22,Python,OOP,Hard,9,60,51,25,36,0,2,Reading/Writing,More Articles
3884,20,Python,OOP,Medium,6,40,42,27,86,97,4,Kinesthetic,More Hands-On Exercises
3885,23,C++,OOP,Easy,51,53,1,14,44,6,5,Reading/Writing,More Articles
3886,20,Java,OOP,Easy,46,31,33,17,33,28,4,Visual,More Videos
3887,22,Machine Learning,OOP,Hard,5,41,60,14,39,43,1,Kinesthetic,More Hands-On Exercises
3888,19,Machine Learning,Sorting Algorithms,Hard,1,44,1,7,86,57,4,Reading/Writing,More Articles
3889,21,Machine Learning,OOP,Medium,54,36,21,25,40,27,4,Visual,More Videos
3890,21,Machine Learning,Loops,Easy,29,20,10,5,7,25,3,Visual,More Videos
3891,23,C++,Data Visualization,Hard,2,31,0,25,45,17,2,Reading/Writing,More Articles
3892,18,Java,Loops,Hard,5,36,47,20,96,70,1,Kinesthetic,More Hands-On Exercises
3893,22,Python,Loops,Medium,35,30,19,11,7,26,4,Visual,More Videos
3894,19,C++,OOP,Medium,10,53,4,6,78,44,1,Reading/Writing,More Articles
3895,18,C++,OOP,Hard,54,11,13,16,49,52,4,Visual,More Videos
3896,23,Data Science,Regression,Medium,12,51,49,22,22,28,5,Reading/Writing,More Articles
3897,25,Python,Regression,Medium,32,32,13,8,50,67,3,Visual,More Videos
3898,21,Machine Learning,OOP,Medium,46,10,50,26,8,92,3,Kinesthetic,More Hands-On Exercises
3899,23,Data Science,Data Visualization,Hard,46,26,52,23,33,37,5,Kinesthetic,More Hands-On Exercises
3900,19,Python,Regression,Medium,59,58,5,28,68,98,2,Visual,More Videos
3901,20,Java,Regression,Hard,9,1,50,13,64,48,1,Kinesthetic,More Hands-On Exercises
3902,19,Data Science,OOP,Medium,21,47,53,7,70,31,4,Kinesthetic,More Hands-On Exercises
3903,19,C++,Regression,Medium,42,52,41,19,21,35,5,Reading/Writing,More Articles
3904,25,Java,Regression,Hard,4,58,11,12,68,29,2,Reading/Writing,More Articles
3905,24,Java,Loops,Medium,11,14,56,28,99,26,5,Kinesthetic,More Hands-On Exercises
3906,25,C++,Sorting Algorithms,Medium,29,22,10,9,14,84,5,Visual,More Videos
3907,25,Machine Learning,Data Visualization,Medium,47,4,52,10,60,5,4,Kinesthetic,More Hands-On Exercises
3908,20,C++,Regression,Easy,7,34,21,29,33,57,3,Reading/Writing,More Articles
3909,25,Data Science,Loops,Easy,58,59,48,24,90,20,1,Reading/Writing,More Articles
3910,22,C++,OOP,Medium,22,56,28,12,97,1,1,Reading/Writing,More Articles
3911,20,Python,Loops,Hard,33,8,17,28,86,94,4,Visual,More Videos
3912,21,Machine Learning,Sorting Algorithms,Medium,12,16,19,26,63,40,1,Kinesthetic,More Hands-On Exercises
3913,19,Java,Sorting Algorithms,Easy,57,43,3,28,96,80,5,Visual,More Videos
3914,25,C++,OOP,Medium,50,7,59,6,95,88,1,Kinesthetic,More Hands-On Exercises
3915,23,Machine Learning,Loops,Hard,37,32,37,25,11,1,1,Visual,More Videos
3916,20,Python,Regression,Easy,1,47,57,16,50,30,1,Kinesthetic,More Hands-On Exercises
3917,23,Data Science,Data Visualization,Hard,6,3,30,12,55,38,1,Kinesthetic,More Hands-On Exercises
3918,20,Python,Data Visualization,Medium,37,34,55,18,15,37,5,Kinesthetic,More Hands-On Exercises
3919,25,Python,OOP,Easy,33,27,41,15,26,8,4,Kinesthetic,More Hands-On Exercises
3920,20,Data Science,OOP,Medium,53,33,55,12,35,96,4,Kinesthetic,More Hands-On Exercises
3921,23,Java,Sorting Algorithms,Medium,26,2,42,14,54,1,5,Kinesthetic,More Hands-On Exercises
3922,24,Machine Learning,Data Visualization,Easy,0,8,16,18,57,54,5,Kinesthetic,More Hands-On Exercises
3923,20,Java,Data Visualization,Easy,56,43,52,14,34,28,4,Visual,More Videos
3924,23,Java,Sorting Algorithms,Easy,58,12,26,25,97,39,3,Visual,More Videos
3925,23,C++,Loops,Medium,58,59,10,28,63,95,2,Reading/Writing,More Articles
3926,23,Python,Data Visualization,Easy,48,58,59,6,19,72,4,Kinesthetic,More Hands-On Exercises
3927,23,C++,Sorting Algorithms,Medium,39,34,33,8,78,23,1,Visual,More Videos
3928,23,Data Science,OOP,Medium,9,26,33,21,75,98,3,Kinesthetic,More Hands-On Exercises
3929,25,C++,Data Visualization,Hard,3,46,41,27,51,43,5,Reading/Writing,More Articles
3930,21,Machine Learning,Data Visualization,Medium,45,57,44,17,17,4,5,Reading/Writing,More Articles
3931,20,Machine Learning,Loops,Medium,28,32,58,10,29,48,3,Kinesthetic,More Hands-On Exercises
3932,23,Java,Data Visualization,Hard,13,33,15,9,62,98,4,Reading/Writing,More Articles
3933,18,Data Science,OOP,Hard,43,47,52,14,93,100,2,Kinesthetic,More Hands-On Exercises
3934,19,C++,Data Visualization,Easy,55,32,20,12,43,89,1,Visual,More Videos
3935,24,C++,Regression,Hard,44,14,6,9,81,35,4,Visual,More Videos
3936,18,Python,Loops,Medium,38,28,13,21,15,60,3,Visual,More Videos
3937,24,Java,Loops,Medium,36,60,27,29,36,17,2,Reading/Writing,More Articles
3938,18,Data Science,Sorting Algorithms,Hard,47,44,13,24,39,98,2,Visual,More Videos
3939,22,Python,Loops,Medium,30,31,45,16,60,19,4,Kinesthetic,More Hands-On Exercises
3940,22,C++,Data Visualization,Easy,59,40,43,12,86,70,5,Visual,More Videos
3941,25,C++,Sorting Algorithms,Medium,23,36,59,18,84,72,1,Kinesthetic,More Hands-On Exercises
3942,25,Machine Learning,Sorting Algorithms,Medium,13,58,18,24,40,49,2,Reading/Writing,More Articles
3943,20,Java,Loops,Easy,4,27,2,13,93,2,2,Reading/Writing,More Articles
3944,23,Java,OOP,Easy,36,55,7,26,19,39,1,Reading/Writing,More Articles
3945,18,Data Science,Regression,Easy,43,32,59,30,20,93,1,Kinesthetic,More Hands-On Exercises
3946,24,Java,Sorting Algorithms,Medium,45,21,42,18,80,3,1,Visual,More Videos
3947,24,Java,OOP,Hard,52,42,19,5,4,86,2,Visual,More Videos
3948,24,Java,Loops,Hard,20,29,32,13,55,36,3,Kinesthetic,More Hands-On Exercises
3949,20,Python,Loops,Medium,31,54,41,24,40,61,3,Reading/Writing,More Articles
3950,24,Data Science,OOP,Medium,5,0,31,14,62,95,4,Kinesthetic,More Hands-On Exercises
3951,18,Data Science,Data Visualization,Hard,26,46,42,5,45,56,5,Reading/Writing,More Articles
3952,24,Python,Data Visualization,Easy,53,8,39,19,62,32,4,Visual,More Videos
3953,21,Python,Loops,Medium,30,34,41,19,95,64,4,Kinesthetic,More Hands-On Exercises
3954,21,Machine Learning,Loops,Medium,53,51,12,30,15,59,1,Visual,More Videos
3955,23,Data Science,Loops,Medium,58,58,5,8,81,45,4,Visual,More Videos
3956,25,Java,OOP,Medium,11,40,32,11,14,69,4,Reading/Writing,More Articles
3957,25,C++,Loops,Hard,25,37,19,26,67,78,1,Reading/Writing,More Articles
3958,23,Python,Loops,Hard,0,39,44,8,6,81,3,Kinesthetic,More Hands-On Exercises
3959,25,Data Science,Regression,Medium,39,22,50,27,32,76,2,Kinesthetic,More Hands-On Exercises
3960,21,Machine Learning,Sorting Algorithms,Easy,56,30,39,9,33,66,1,Visual,More Videos
3961,24,Machine Learning,Regression,Medium,20,54,5,26,37,70,5,Reading/Writing,More Articles
3962,22,Machine Learning,OOP,Easy,57,37,48,7,84,3,5,Visual,More Videos
3963,23,Python,Regression,Easy,28,3,39,26,58,81,2,Kinesthetic,More Hands-On Exercises
3964,21,C++,Loops,Easy,11,55,12,9,6,94,2,Reading/Writing,More Articles
3965,20,Python,Sorting Algorithms,Hard,18,34,27,29,32,32,4,Reading/Writing,More Articles
3966,22,Data Science,Sorting Algorithms,Hard,35,46,37,28,48,2,1,Reading/Writing,More Articles
3967,18,C++,OOP,Easy,35,56,31,15,21,93,4,Reading/Writing,More Articles
3968,23,C++,OOP,Hard,43,59,37,14,72,51,4,Reading/Writing,More Articles
3969,19,Python,Loops,Medium,23,41,59,30,50,73,3,Kinesthetic,More Hands-On Exercises
3970,19,Python,Regression,Medium,45,48,29,13,54,17,4,Reading/Writing,More Articles
3971,22,Machine Learning,Loops,Medium,21,38,32,7,11,5,5,Reading/Writing,More Articles
3972,18,C++,OOP,Medium,21,56,12,23,18,79,3,Reading/Writing,More Articles
3973,18,Python,Loops,Medium,30,56,19,11,94,96,3,Reading/Writing,More Articles
3974,22,Machine Learning,Sorting Algorithms,Medium,30,18,27,7,63,16,4,Visual,More Videos
3975,24,Machine Learning,Regression,Medium,40,22,50,23,16,56,1,Kinesthetic,More Hands-On Exercises
3976,18,Machine Learning,Loops,Medium,15,19,23,12,10,88,5,Kinesthetic,More Hands-On Exercises
3977,19,Data Science,Data Visualization,Easy,40,47,21,26,60,73,2,Reading/Writing,More Articles
3978,21,Data Science,Sorting Algorithms,Easy,27,28,17,12,85,3,5,Reading/Writing,More Articles
3979,18,Data Science,Sorting Algorithms,Medium,2,53,37,30,71,45,2,Reading/Writing,More Articles
3980,19,Java,Regression,Hard,30,9,28,29,6,89,5,Visual,More Videos
3981,19,Machine Learning,OOP,Hard,13,54,53,15,21,18,4,Reading/Writing,More Articles
3982,19,Python,Regression,Hard,14,45,11,22,82,45,5,Reading/Writing,More Articles
3983,20,Python,Loops,Hard,57,0,14,26,69,14,1,Visual,More Videos
3984,20,C++,OOP,Medium,14,43,22,20,38,82,4,Reading/Writing,More Articles
3985,19,Python,OOP,Hard,2,52,17,23,24,82,4,Reading/Writing,More Articles
3986,23,Python,Loops,Medium,35,60,41,26,29,29,5,Reading/Writing,More Articles
3987,20,Java,Data Visualization,Easy,12,53,47,20,96,66,2,Reading/Writing,More Articles
3988,20,Python,Data Visualization,Medium,9,33,31,29,28,24,1,Reading/Writing,More Articles
3989,23,Python,OOP,Medium,58,55,27,19,35,51,1,Visual,More Videos
3990,18,Java,Regression,Medium,5,15,54,20,22,14,4,Kinesthetic,More Hands-On Exercises
3991,22,Python,Sorting Algorithms,Hard,50,35,4,20,48,67,4,Visual,More Videos
3992,20,C++,Sorting Algorithms,Easy,9,58,15,20,32,65,5,Reading/Writing,More Articles
3993,23,Java,Loops,Medium,46,10,3,26,78,58,1,Visual,More Videos
3994,18,Data Science,Sorting Algorithms,Hard,58,45,16,30,20,45,3,Visual,More Videos
3995,20,Java,Sorting Algorithms,Easy,50,19,9,14,82,94,2,Visual,More Videos
3996,24,Java,Regression,Easy,29,14,10,24,97,81,4,Visual,More Videos
3997,22,Data Science,Sorting Algorithms,Easy,3,29,22,18,14,1,2,Reading/Writing,More Articles
3998,22,Data Science,Sorting Algorithms,Hard,42,58,57,20,11,75,3,Reading/Writing,More Articles
3999,22,Java,OOP,Hard,33,17,4,9,6,61,3,Visual,More Videos
4000,18,Java,OOP,Easy,18,48,52,14,10,96,5,Kinesthetic,More Hands-On Exercises
4001,21,C++,Sorting Algorithms,Hard,15,9,6,11,60,16,5,Visual,More Videos
4002,25,Data Science,Data Visualization,Medium,24,24,16,26,26,93,4,Visual,More Videos
4003,20,C++,Regression,Hard,47,36,40,29,49,87,4,Visual,More Videos
4004,19,Java,Sorting Algorithms,Medium,20,1,4,15,41,100,2,Visual,More Videos
4005,21,C++,Regression,Hard,53,15,40,30,20,35,5,Visual,More Videos
4006,21,Machine Learning,Regression,Medium,0,18,22,22,12,15,5,Kinesthetic,More Hands-On Exercises
4007,25,Machine Learning,Sorting Algorithms,Medium,15,41,44,23,96,79,2,Kinesthetic,More Hands-On Exercises
4008,21,Java,Loops,Hard,15,22,18,21,84,97,5,Reading/Writing,More Articles
4009,19,Python,Data Visualization,Medium,21,44,42,30,48,26,1,Reading/Writing,More Articles
4010,20,Java,Sorting Algorithms,Easy,52,52,53,21,71,54,2,Kinesthetic,More Hands-On Exercises
4011,21,Data Science,Sorting Algorithms,Easy,41,19,5,27,78,84,1,Visual,More Videos
4012,21,C++,OOP,Hard,29,31,13,9,1,58,2,Reading/Writing,More Articles
4013,21,C++,Regression,Medium,51,4,8,29,48,63,5,Visual,More Videos
4014,18,Data Science,Loops,Easy,31,10,4,9,38,31,5,Visual,More Videos
4015,25,Machine Learning,Loops,Hard,46,8,36,14,92,78,1,Visual,More Videos
4016,25,Data Science,OOP,Medium,21,6,15,21,79,4,2,Visual,More Videos
4017,23,Data Science,Data Visualization,Hard,24,31,26,14,37,28,3,Reading/Writing,More Articles
4018,20,Machine Learning,OOP,Easy,19,42,55,23,45,43,2,Kinesthetic,More Hands-On Exercises
4019,20,C++,Regression,Medium,6,47,22,9,19,71,2,Reading/Writing,More Articles
4020,19,Data Science,Regression,Easy,25,35,39,22,83,74,2,Kinesthetic,More Hands-On Exercises
4021,23,C++,Sorting Algorithms,Medium,23,13,40,26,3,11,4,Kinesthetic,More Hands-On Exercises
4022,24,Data Science,OOP,Hard,41,42,19,20,93,83,1,Reading/Writing,More Articles
4023,22,Python,Regression,Hard,8,38,6,29,9,12,3,Reading/Writing,More Articles
4024,22,Python,Data Visualization,Easy,54,31,11,9,10,88,2,Visual,More Videos
4025,25,Data Science,Sorting Algorithms,Easy,25,16,42,21,72,77,2,Kinesthetic,More Hands-On Exercises
4026,18,Data Science,Loops,Easy,36,2,51,11,63,50,2,Kinesthetic,More Hands-On Exercises
4027,25,Machine Learning,OOP,Medium,32,22,39,21,54,60,2,Kinesthetic,More Hands-On Exercises
4028,18,Java,Regression,Medium,43,35,7,13,96,2,3,Visual,More Videos
4029,22,Machine Learning,Data Visualization,Easy,0,51,42,21,50,28,4,Reading/Writing,More Articles
4030,20,Data Science,OOP,Hard,2,17,53,17,9,5,1,Kinesthetic,More Hands-On Exercises
4031,24,Machine Learning,Data Visualization,Hard,20,50,45,26,77,87,2,Reading/Writing,More Articles
4032,21,Java,Loops,Hard,40,53,42,23,38,54,2,Reading/Writing,More Articles
4033,25,Machine Learning,Data Visualization,Hard,16,5,2,30,82,37,1,Visual,More Videos
4034,18,Machine Learning,Regression,Medium,24,38,59,5,68,31,1,Kinesthetic,More Hands-On Exercises
4035,25,Python,Regression,Medium,56,59,53,21,85,65,3,Reading/Writing,More Articles
4036,25,Python,OOP,Easy,54,54,50,5,69,62,2,Visual,More Videos
4037,20,Python,OOP,Medium,3,45,30,19,72,64,2,Reading/Writing,More Articles
4038,22,Python,Regression,Medium,48,58,5,13,98,57,2,Reading/Writing,More Articles
4039,22,Machine Learning,Sorting Algorithms,Hard,33,45,36,24,92,1,5,Reading/Writing,More Articles
4040,19,Java,Regression,Easy,36,11,16,25,3,48,3,Visual,More Videos
4041,21,Machine Learning,OOP,Easy,10,5,55,30,13,73,1,Kinesthetic,More Hands-On Exercises
4042,24,Python,Loops,Medium,10,20,36,8,87,49,2,Kinesthetic,More Hands-On Exercises
4043,18,Python,OOP,Hard,37,17,56,7,42,95,4,Kinesthetic,More Hands-On Exercises
4044,25,Python,Regression,Easy,51,16,17,25,1,61,3,Visual,More Videos
4045,18,Machine Learning,OOP,Medium,57,57,1,12,85,37,3,Visual,More Videos
4046,25,Java,Sorting Algorithms,Medium,15,34,45,29,2,82,5,Kinesthetic,More Hands-On Exercises
4047,18,Machine Learning,Regression,Hard,36,60,10,8,85,54,1,Reading/Writing,More Articles
4048,23,Java,OOP,Hard,39,56,31,13,65,10,5,Reading/Writing,More Articles
4049,19,Java,Regression,Hard,57,7,32,12,52,47,3,Visual,More Videos
4050,23,Data Science,OOP,Hard,15,23,43,16,70,48,1,Kinesthetic,More Hands-On Exercises
4051,21,Data Science,Loops,Medium,13,32,6,14,62,93,5,Reading/Writing,More Articles
4052,18,Data Science,Regression,Hard,41,49,29,6,18,24,4,Reading/Writing,More Articles
4053,22,Java,Data Visualization,Easy,20,19,52,20,66,40,4,Kinesthetic,More Hands-On Exercises
4054,18,C++,Regression,Medium,18,45,6,22,23,11,5,Reading/Writing,More Articles
4055,23,C++,OOP,Medium,49,0,60,15,88,9,4,Kinesthetic,More Hands-On Exercises
4056,24,Data Science,Loops,Easy,45,14,59,27,41,10,3,Kinesthetic,More Hands-On Exercises
4057,22,C++,Data Visualization,Hard,21,59,24,8,3,4,3,Reading/Writing,More Articles
4058,22,Machine Learning,Regression,Hard,15,42,16,27,16,93,2,Reading/Writing,More Articles
4059,25,Machine Learning,Loops,Hard,51,47,52,28,12,58,5,Kinesthetic,More Hands-On Exercises
4060,20,Data Science,OOP,Hard,59,52,22,5,49,47,4,Visual,More Videos
4061,25,Machine Learning,Regression,Hard,24,40,43,15,26,17,3,Kinesthetic,More Hands-On Exercises
4062,21,Data Science,Regression,Hard,38,1,22,20,82,6,2,Visual,More Videos
4063,22,Python,Loops,Medium,15,29,46,8,53,89,5,Kinesthetic,More Hands-On Exercises
4064,18,Java,Regression,Easy,51,22,47,18,38,46,2,Visual,More Videos
4065,20,C++,OOP,Hard,57,29,16,26,32,5,5,Visual,More Videos
4066,20,Machine Learning,OOP,Medium,25,5,41,26,71,72,5,Kinesthetic,More Hands-On Exercises
4067,22,Java,Regression,Easy,33,59,35,13,68,50,1,Reading/Writing,More Articles
4068,23,Python,Regression,Medium,1,14,20,12,94,80,1,Kinesthetic,More Hands-On Exercises
4069,23,Data Science,Data Visualization,Medium,19,47,33,17,52,24,5,Reading/Writing,More Articles
4070,19,Python,Sorting Algorithms,Medium,39,18,29,10,26,65,5,Visual,More Videos
4071,19,Machine Learning,Regression,Medium,18,44,7,19,36,8,4,Reading/Writing,More Articles
4072,25,Python,Loops,Hard,20,10,30,11,70,26,4,Kinesthetic,More Hands-On Exercises
4073,23,C++,Loops,Easy,40,20,59,13,32,81,5,Kinesthetic,More Hands-On Exercises
4074,21,Data Science,Regression,Easy,4,2,25,18,89,98,5,Kinesthetic,More Hands-On Exercises
4075,23,Data Science,Data Visualization,Easy,49,5,46,22,46,79,5,Visual,More Videos
4076,20,Machine Learning,Sorting Algorithms,Easy,60,28,60,17,91,98,4,Visual,More Videos
4077,19,Machine Learning,Loops,Medium,51,19,12,30,91,53,4,Visual,More Videos
4078,22,Machine Learning,Loops,Medium,58,58,45,12,44,83,5,Visual,More Videos
4079,22,Python,Sorting Algorithms,Medium,22,19,28,6,23,60,4,Kinesthetic,More Hands-On Exercises
4080,19,Java,Regression,Medium,58,37,27,17,8,29,5,Visual,More Videos
4081,20,Data Science,OOP,Hard,44,56,59,16,73,78,1,Kinesthetic,More Hands-On Exercises
4082,23,Java,OOP,Hard,5,46,23,28,21,56,2,Reading/Writing,More Articles
4083,23,Data Science,Loops,Easy,23,60,39,23,51,31,5,Reading/Writing,More Articles
4084,24,Data Science,Regression,Hard,54,47,12,13,95,38,4,Visual,More Videos
4085,24,Data Science,OOP,Easy,12,23,52,19,85,100,1,Kinesthetic,More Hands-On Exercises
4086,24,Python,OOP,Hard,14,39,57,5,43,16,5,Kinesthetic,More Hands-On Exercises
4087,21,Java,Sorting Algorithms,Medium,10,33,16,29,9,40,1,Reading/Writing,More Articles
4088,25,Data Science,OOP,Hard,44,21,23,9,94,22,5,Visual,More Videos
4089,23,Python,Data Visualization,Easy,35,60,7,15,38,7,3,Reading/Writing,More Articles
4090,21,C++,Loops,Easy,50,25,11,10,93,42,2,Visual,More Videos
4091,20,Java,Sorting Algorithms,Medium,22,20,11,13,49,26,1,Visual,More Videos
4092,24,Machine Learning,Data Visualization,Medium,49,6,21,27,68,14,3,Visual,More Videos
4093,25,Python,OOP,Medium,44,8,42,26,99,94,5,Visual,More Videos
4094,21,Machine Learning,Regression,Easy,26,43,33,19,35,40,1,Reading/Writing,More Articles
4095,21,Data Science,Data Visualization,Medium,46,29,12,7,48,83,4,Visual,More Videos
4096,20,Data Science,Loops,Hard,33,14,9,6,78,22,1,Visual,More Videos
4097,22,Java,Sorting Algorithms,Easy,49,11,12,23,27,33,2,Visual,More Videos
4098,24,Machine Learning,Sorting Algorithms,Medium,53,9,20,12,4,70,5,Visual,More Videos
4099,22,Python,Data Visualization,Medium,42,40,50,18,48,74,2,Kinesthetic,More Hands-On Exercises
4100,23,C++,Sorting Algorithms,Easy,1,26,21,8,4,53,3,Reading/Writing,More Articles
4101,20,Python,Regression,Easy,9,37,6,27,93,19,2,Reading/Writing,More Articles
4102,21,Data Science,Data Visualization,Hard,27,6,6,23,51,36,1,Visual,More Videos
4103,18,Data Science,OOP,Hard,13,20,57,24,51,13,2,Kinesthetic,More Hands-On Exercises
4104,20,Python,Data Visualization,Medium,12,23,48,12,45,15,4,Kinesthetic,More Hands-On Exercises
4105,24,Machine Learning,OOP,Easy,30,12,30,6,39,90,5,Visual,More Videos
4106,23,Machine Learning,Sorting Algorithms,Easy,16,12,41,15,48,34,3,Kinesthetic,More Hands-On Exercises
4107,19,Java,Sorting Algorithms,Hard,52,19,52,24,57,24,2,Visual,More Videos
4108,21,Machine Learning,Sorting Algorithms,Easy,20,1,19,30,72,40,3,Visual,More Videos
4109,22,Data Science,Sorting Algorithms,Medium,9,14,6,16,4,59,2,Reading/Writing,More Articles
4110,25,Python,Sorting Algorithms,Easy,8,25,29,30,57,12,2,Kinesthetic,More Hands-On Exercises
4111,22,Java,Loops,Medium,48,55,60,6,47,9,2,Kinesthetic,More Hands-On Exercises
4112,24,Python,Loops,Easy,15,58,60,23,26,36,2,Kinesthetic,More Hands-On Exercises
4113,21,C++,Regression,Medium,29,43,52,23,37,32,5,Kinesthetic,More Hands-On Exercises
4114,22,Python,Data Visualization,Medium,30,20,47,28,42,49,2,Kinesthetic,More Hands-On Exercises
4115,19,Java,Sorting Algorithms,Hard,60,1,23,13,4,46,2,Visual,More Videos
4116,25,Machine Learning,OOP,Medium,42,44,40,22,60,58,3,Reading/Writing,More Articles
4117,21,Java,Data Visualization,Easy,49,30,55,6,43,26,1,Kinesthetic,More Hands-On Exercises
4118,18,Python,Regression,Easy,30,41,9,5,77,65,5,Reading/Writing,More Articles
4119,20,Machine Learning,Sorting Algorithms,Hard,41,6,21,30,62,66,4,Visual,More Videos
4120,23,C++,Data Visualization,Easy,24,2,29,24,50,53,4,Kinesthetic,More Hands-On Exercises
4121,25,Machine Learning,Sorting Algorithms,Easy,10,11,18,7,15,67,3,Kinesthetic,More Hands-On Exercises
4122,20,Java,Data Visualization,Hard,8,34,3,24,88,99,5,Reading/Writing,More Articles
4123,20,Python,OOP,Medium,6,22,5,10,41,20,4,Reading/Writing,More Articles
4124,18,Java,Sorting Algorithms,Medium,40,59,57,21,85,54,2,Reading/Writing,More Articles
4125,22,Python,Data Visualization,Medium,18,43,44,10,4,22,2,Kinesthetic,More Hands-On Exercises
